credit.policy,purpose_0,purpose_1,purpose_2,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,0,1,0,-0.5970656469369521,-0.37607474893783677,0.42043328065559454,0.20637294690106325,-0.0013987969934971132,0.27335860483526175,0.994409556998613,0.9944610418623022,0,0,0,0
1,0,0,1,0.5358747248681718,0.44231856165581823,-1.050352770906471,-0.1891957613892281,-0.7469575945270245,1.059913941285988,-1.0441340300221091,-0.8220213552416393,1,0,0,0
1,0,0,1,-0.8466294351317871,-0.7649650497306093,0.9772076711833156,-0.7141422050977732,0.14771296251320837,0.24524914952508894,0.9958465033595658,0.8700444393209363,1,0,0,0
1,0,1,0,0.809206492891087,-1.1157219057279764,0.8720345821752891,0.3074957745842959,-1.194292873047141,0.8220544379095845,-0.828122824465852,-0.32790970514878637,0,1,0,0
1,0,1,0,-1.7181220288280368,-0.9846160529561567,2.128183500452046,0.606402956412674,0.5950482410333248,1.5306426985569446,1.4621898624604535,0.0808877032014157,0,0,0,0
1,0,0,1,1.0864995908853485,-0.577957691972336,-0.3427691911574898,-1.3238533720113803,-1.194292873047141,0.46185000842099067,-0.9818049707821693,0.9980158019349125,0,0,1,1
1,0,1,1,-0.4267284581690488,-0.9486667218719432,0.2543068800289669,-0.270986283780078,0.4459364815266193,1.2017402591801127,0.642978755539535,0.7065254759808552,0,0,0,1
1,1,0,0,-0.347501858742117,-1.2085762535037856,1.095838348715859,0.6465546674045457,-0.7469575945270245,0.7924085830794119,1.8434821696134216,0.0844424632740262,1,0,0,0
1,0,0,1,-0.0028661512349637923,-1.2266984942966486,-1.4029734653472177,-0.4315931277475648,-0.0013987969934971132,0.25937279833684196,-0.696045244475695,-0.9144451171295112,1,0,0,0
1,0,0,1,0.49626142515470584,0.4043622071613202,-0.9245280716933004,1.3663112644440236,-0.89606935403373,1.7127204465962613,0.08556735666732576,0.7918397177235063,2,0,1,0
1,0,0,1,0.4051508358137344,-0.22637441457073418,1.982986408179508,-0.556509561944499,-1.3434046325538465,0.909741260736498,-0.7693573991990288,-1.085073600614813,2,1,0,0
1,0,0,1,-1.4368676008624286,0.14274080262070582,0.1111141125427018,0.3848249957538265,1.7879423170869686,1.654315080212619,-0.6367202771885361,-1.1383950017039695,0,0,0,0
1,1,0,1,-2.011260446707684,-1.1753423070334865,1.3145111334639734,-0.9520782702347905,1.1914952790601467,0.9416518952667748,-1.145217644771042,-1.5614114503446137,0,1,0,0
1,1,1,0,-0.47030308785386143,0.21015317716614368,-0.2919253789532459,0.020485396012768324,-0.1505105565002026,2.127085084589205,-0.7294619216642305,0.1662019449440665,1,0,0,0
1,0,1,1,0.37742152601430917,-1.2646548487911466,-0.7405227876334943,-1.582608842847887,-1.0451811135404354,0.7562063761382759,-1.3394271734900356,1.4103679703577252,0,0,0,0
1,0,0,1,-0.7238282060200426,1.7248065208276118,-0.8058973734060395,-1.3535953801535074,0.14771296251320837,0.27335860483526175,-0.3759652120587396,0.39370658959113547,0,0,0,0
1,1,1,0,1.1538422003982396,-0.6982020062884985,0.2543068800289669,-1.5112280233067816,-1.194292873047141,-0.6307430965478446,-1.9193995649931983,1.2681775674533071,3,0,0,0
1,0,1,1,-1.6705860691718775,-0.6133757521538272,0.7174350622775129,0.4725639197731014,1.9370540765936741,1.1231344003097474,0.8629034225141565,-0.9073355969842902,1,0,0,0
1,0,1,0,0.5279520649254794,0.28140250823124363,1.3145111334639734,-0.7379358116114748,-1.3434046325538465,-0.1429929907696851,0.5035980814174196,0.31905662806631613,0,0,0,0
1,0,1,0,-1.7181220288280368,1.1388147151248413,1.7776393364672407,-0.8702877478439408,2.235277595607085,1.376947833878093,0.2799704183284111,-0.5020929487066985,1,0,0,0
1,0,0,1,0.028824488535808723,0.1668250835441197,0.7988365670939406,-0.6100451766003279,-1.0451811135404354,0.7029077587754915,-0.8152222932306086,0.3332756683567579,0,0,1,0
1,0,0,1,0.6071786643524113,-0.21545384601477444,-1.828018517788604,0.20637294690106325,-1.3434046325538465,-0.5092881517955091,-0.9217357771413089,0.09866150356446797,0,1,0,0
1,0,0,1,-1.6428567593724517,-0.7974316048969761,1.3145111334639734,-1.5766604412194614,1.0423835195534412,0.44835177324716025,-0.2413131782497527,-1.0424164797434874,0,0,0,0
1,0,1,0,-0.7674028357048552,-0.09768879591131653,-2.244504919505805,-0.9669492743058541,-0.44873407551361355,1.9342779911035013,-0.3219613743046524,-0.7758094742977035,1,1,0,0
1,1,0,0,-1.896381877538633,-0.806049999541139,2.1560426021508654,-1.9186935348539242,2.0861658361003794,1.8358592610356397,-0.6386975226793116,-1.038861719670877,0,0,0,0
1,1,0,0,-1.6428567593724517,-1.260345651469065,1.5123247400557027,-0.233808773602419,1.638830557580263,1.5117303500005947,-0.488717655304558,-1.266366364317946,0,0,0,0
1,0,1,0,-1.3932929711776165,-0.7888132102528133,0.7174350622775129,0.39374759819646477,1.4897187980735576,1.0812386589449874,1.7740688197634116,-0.9144451171295112,0,0,0,0
1,0,1,1,-1.896381877538633,-0.806049999541139,1.2080533480641815,-1.3491340789321886,1.9370540765936741,0.16632111685436557,-1.0153365431176526,-1.4903162488924047,0,0,0,0
1,0,1,0,-0.3950378183982763,-0.7538083607734396,0.8513829512154273,-1.7387543855940546,-1.0451811135404354,0.792795397647305,0.7646568387723024,-1.1597235621396322,3,0,1,0
1,0,0,1,-0.8941653947879464,-0.7713993306635801,-0.20882130221957906,-0.7245519079475177,-0.0013987969934971132,0.9179340821022814,0.8086263455527396,-0.00442653854123512,1,0,0,0
1,1,0,0,-1.1437291829827816,-0.780135785508348,2.5344458885892114,-0.14458274917603747,0.29682472201991383,0.9838315931702462,1.6699961806205255,-0.33857398536661765,1,0,0,0
1,1,0,0,-1.6428567593724517,-0.7974316048969761,2.5344458885892114,-1.0933528089098947,1.0423835195534412,0.8039922485332458,1.213799346708417,-0.7971380347333662,0,0,0,0
1,0,0,1,-1.896381877538633,-0.806049999541139,1.6929144199023194,-1.578147541626568,2.0861658361003794,0.6135765026919793,-0.3689646920105621,-1.1312854815587488,0,0,0,0
1,1,0,1,-1.3932929711776165,-1.1625918053681494,-1.562703946282728,0.24355045707872222,1.340607038566852,0.12955771022758206,-1.0153365431176526,-1.4547686481663,1,0,0,0
1,0,1,0,-0.3950378183982763,-0.7538083607734396,-1.1843006598443855,0.8532616239923297,-0.1505105565002026,1.226992331324464,0.21482922226333231,-0.05774793963039191,0,0,0,0
1,0,1,1,-1.5200555302607073,-0.7745279259796118,-1.050352770906471,0.2792408668492749,1.9370540765936741,0.9398050902277291,-0.8285978846291526,-0.8824522764760171,0,0,0,0
1,0,1,0,-1.2704917420658721,-0.7845040129307319,0.6613378154348601,-0.4375415293759901,0.4459364815266193,0.42254398613746785,0.6110633652926883,-0.39545014652838495,0,0,0,0
1,0,1,0,-1.896381877538633,-0.806049999541139,-0.3427691911574898,-1.7521382892580117,2.235277595607085,1.431098151683228,-1.4606291197052417,-1.7320399338299153,1,0,0,0
1,1,0,1,-0.7674028357048552,0.1891974915587617,-1.3742699786340606,-0.32749609925011974,0.14771296251320837,-0.47207239368768433,-1.0396340252688427,0.20174954567017106,0,0,0,0
1,0,1,0,-0.26827525931518514,-1.4895005008433126,-2.025832122304861,-1.615325051804227,-1.3434046325538465,-0.6230178632195669,-1.6739703032715028,0.9624682012088079,2,0,0,0
1,0,1,0,0.4804161052693201,2.279453343269763,2.085680885547773,-0.40928662164096935,-0.7469575945270245,0.8767461872667355,1.2340982499466713,0.9020372799744301,0,0,0,1
1,0,1,0,0.10805108796274056,0.6460314377996946,0.7174350622775129,0.3119570758056149,-0.7469575945270245,0.9765468651559159,1.2707483520999152,1.588105973988248,3,0,0,0
1,0,1,1,-1.020927953871037,-0.5104862873265956,0.2543068800289669,-0.7706520205678148,0.14771296251320837,0.04603186145864712,-1.0737912760572688,0.7314087964891285,0,0,0,0
1,0,0,1,-0.1415127002320945,0.624662541490195,0.42043328065559454,-0.8569038441799837,-0.7469575945270245,2.280595377537272,-0.05868304199603674,0.8238325583770005,0,2,0,0
1,0,1,1,-1.896381877538633,-0.806049999541139,-0.5872245886579252,-1.5394829310418023,1.9370540765936741,2.1352884837754487,-1.2504299284768143,-1.234373523664452,2,0,0,0
1,0,1,1,-0.7674028357048552,-1.0539173907112744,-2.025832122304861,-1.6956284737879703,-0.7469575945270245,-0.4530029353147423,-1.4311717845248562,-0.5802976703041286,0,0,0,0
1,0,0,1,-0.1415127002320945,-1.1362643806332413,-0.7970953175561847,-0.8078295307454737,-1.194292873047141,0.173605816661685,-1.7085889257933313,0.788284957650896,2,0,1,0
1,0,1,0,-1.6428567593724517,-1.075168226820169,1.272580995991871,-0.651683987999306,1.340607038566852,1.154849170163453,-0.5898402191392416,-1.5187543294732881,0,1,0,0
1,0,1,1,-0.6446016065931114,-1.5311167215565646,-0.9251385925265968,0.23314075422897793,-0.597845835020319,-0.6416467606959062,-0.8693114324420173,-0.4203334670366582,1,0,0,1
1,0,1,1,-0.8941653947879464,-1.0569869559270035,0.7988365670939406,-0.2739604845942906,-0.1505105565002026,1.154849170163453,0.24333222750626377,-1.0033141189447725,0,1,0,0
1,0,0,1,-1.020927953871037,-0.7757675580859641,1.859040820528947,-0.6472226867779868,0.14771296251320837,1.473699212331967,0.4942475764356286,-0.3030263846405131,0,0,0,0
1,0,0,1,0.6071786643524113,0.2871284279605845,-0.8643652450821047,0.6658869726969283,-0.0013987969934971132,0.24524914952508894,0.5533006608398924,0.6105469540203734,0,0,0,0
1,1,0,0,-1.6428567593724517,-0.3345765884251896,2.1560426021508654,-1.5142022241209943,1.4897187980735576,1.2310707464562327,0.6193941286240956,-0.8646784761129648,4,0,0,0
1,0,0,1,-0.8941653947879464,-0.20034214033733821,-0.20882130221957906,0.33128938109799766,0.4459364815266193,0.21685626298466343,-0.10459411921309936,-0.032864619122118896,3,0,0,0
1,1,0,0,-1.020927953871037,-1.249484113013408,0.7174350622775129,1.0555072793587945,1.9370540765936741,1.134319362430385,-2.099359163602871,-1.5969590510707181,3,0,0,1
1,1,0,0,0.23085231707448503,-1.2274068555002784,-1.050352770906471,1.0555072793587945,-0.7469575945270245,1.3282813574025112,-1.0645402821021404,-0.48431914834364626,1,0,0,1
1,0,0,1,-0.3950378183982763,1.27228177190876,-0.5872245886579252,0.08889201473966098,0.14771296251320837,1.2873481325613925,-0.5796845382244658,-0.51275722892453,3,0,1,1
1,1,1,1,-1.896381877538633,-0.9894565211809605,-0.5872245886579252,-1.4056438944022303,1.9370540765936741,-0.256343780598875,-2.062206484261405,-1.3410163258427654,0,0,0,0
1,0,1,0,-1.3932929711776165,-1.3494811029258178,0.5742422947912478,-1.016023587740364,0.14771296251320837,0.173605816661685,-0.6501059591981908,-1.0281974394530455,1,0,0,0
1,0,1,1,-0.5178390475100202,-0.9512050161849501,-2.244504919505805,0.7580871979375227,-0.0013987969934971132,-0.006837788558997248,-0.709650682083938,1.097549083968005,1,0,0,0
1,1,0,0,-1.7696193184555422,-1.170324748507775,1.7776393364672407,-1.6004540477331632,1.638830557580263,2.184223368873872,0.49818060006680176,-1.6964923331038106,0,0,0,0
1,0,1,1,-1.7696193184555422,-1.170324748507775,-0.12409640640937916,-1.1230948170520219,1.638830557580263,2.184223368873872,0.49818060006680176,-1.707156613321642,0,0,0,0
1,0,1,1,-1.3932929711776165,-1.1999578588596227,1.6929144199023194,0.3119570758056149,1.0423835195534412,0.3942839689105558,-0.392196878139953,-1.2023806830109578,1,0,0,0
1,0,1,1,-1.020927953871037,-0.9652541800569416,1.3145111334639734,0.3119570758056149,0.4459364815266193,0.3942839689105558,-0.392196878139953,-1.2023806830109578,1,0,0,0
1,1,0,0,-1.3932929711776165,-1.1625918053681494,0.32236123218414625,-0.0999697369628466,0.8932717600467357,0.2593337850198529,-1.0119133264190059,-0.6407285915385063,0,0,0,0
1,0,0,1,-0.01871147112035005,-0.6618984946024701,-0.8643652450821047,-0.862852245808409,-1.3434046325538465,0.35760511524189453,-1.3859970674359863,-0.4452167875449312,2,0,0,0
1,0,1,0,1.2330687998251715,0.8979719058907015,0.2543068800289669,0.9841264598176892,-1.194292873047141,0.24571992872219137,0.9763449412696352,0.7136349961260762,2,0,0,0
1,0,1,1,-1.7696193184555422,-0.9860327753634165,0.31565534075502616,-1.4041567939951236,1.1914952790601467,0.1585261155611675,-1.420685956688057,-1.1241759614135278,0,0,0,0
1,0,1,0,1.2330687998251715,2.0800496644479676,1.095838348715859,-1.1394529215301918,-1.3434046325538465,-0.23902798401528436,0.5609701396957094,0.47902083133378653,0,0,0,0
1,1,0,1,-1.020927953871037,2.066590801579001,1.2297862376537734,-1.4933828184215054,0.8932717600467357,-0.007887684620961517,-0.18795195817653548,-0.2212669029704728,0,0,0,1
1,0,0,1,-0.3950378183982763,-0.7925911366721724,-1.1843006598443855,-0.08063743167046407,-0.7469575945270245,-0.23902798401528436,-0.024840312318738147,1.3286084886876846,0,0,0,0
1,0,1,0,-0.3950378183982763,-0.4387647154590761,1.0491965578071567,0.7580871979375227,-0.1505105565002026,0.6885517212320574,0.26870431325209526,-0.804247554878587,2,0,0,0
1,0,0,1,-1.7696193184555422,-0.8017408022190575,-0.3427691911574898,-1.1751433313007444,1.638830557580263,-0.03908307356846997,-1.5985969574062153,-1.5329733697637298,2,0,0,0
1,0,0,1,-2.0191831066503774,-1.3580404674696782,1.6580317135259404,-1.8547482173483507,1.9370540765936741,1.472424724146376,-0.8330424276401679,-1.0744093203969816,0,0,0,0
1,0,1,1,-0.1415127002320945,-1.1656023404835765,-0.3427691911574898,-1.5023054208641435,-1.194292873047141,1.3176787577981177,-1.1830953734451273,0.9340301206279243,0,1,0,0
1,1,0,1,1.1063062407420814,-1.288325919012443,1.2297862376537734,0.5930190527487169,-0.1505105565002026,0.8274147131252468,-2.247599208490987,-1.7320399338299153,0,0,0,1
1,0,0,1,-1.1437291829827816,1.4832553503898425,0.7174350622775129,-0.49851264606735085,1.638830557580263,1.3964687836697123,-0.9818049707821693,-1.1419497617765801,1,0,0,0
1,0,1,0,-0.01871147112035005,-0.15087491628385566,0.5742422947912478,-0.40185111960543773,-1.0451811135404354,0.6376782387445772,0.7288745707042152,-0.32790970514878637,0,1,0,1
1,0,0,1,-0.7674028357048552,-0.4800857856708157,-0.3427691911574898,-1.0457655958824912,-0.44873407551361355,-0.25518786352936335,-0.6992552782738174,-0.23193118318830405,0,0,0,0
1,0,1,1,0.10805108796274056,-0.341069899458463,-1.7357601402540888,-1.1736562308936382,-1.3434046325538465,-0.6416467606959062,-1.7097794503885406,1.1793085656380458,3,0,0,0
1,0,0,1,-0.7674028357048552,0.18925652165906415,1.6929144199023194,0.22273105137923338,0.4459364815266193,1.0491869304188635,1.592183921238694,1.0228991224431858,1,0,0,0
1,0,1,0,-0.6446016065931114,-0.33038545130371316,0.14784909462917523,-0.8450070409231327,0.14771296251320837,1.337204070977756,1.2044791201203413,1.0157896022979647,1,0,0,0
1,0,0,1,0.8567424525472463,0.35589849481297997,0.6327101664673129,0.7328064910167144,-0.597845835020319,-0.5273952230806964,-0.9862361387022331,-1.5009805291102358,1,0,0,0
1,0,1,1,-1.896381877538633,-1.0307775913927002,1.6929144199023194,-1.9186935348539242,1.9370540765936741,0.7694847689780143,-2.286515736145342,-1.7320399338299153,1,0,0,0
1,1,0,1,1.3598313589082627,2.4070173900234337,1.1414549602473374,-1.6911671725666513,-1.194292873047141,0.6397131097022252,-0.8555592519510508,0.2728447471223801,1,0,0,0
1,1,1,1,-0.6446016065931114,-0.5705789294345255,-2.13228991808201,-0.7067067030622413,-0.44873407551361355,0.42254398613746785,-0.35378019371634917,1.3286084886876846,0,0,0,0
1,0,1,0,-0.3950378183982763,0.021611036800005954,-1.0245701789088715,1.3752338668866617,1.1914952790601467,0.28680380242663406,0.11928100474251213,-0.10395982057432795,0,0,0,0
1,1,0,1,-0.3950378183982763,-0.4388237455593785,-0.12409640640937916,0.8145970134075642,-0.0013987969934971132,0.538303452810534,-2.2026605387588867,-1.6467256920872644,1,0,0,0
1,0,0,1,0.6071786643524113,-0.17023678918307097,0.32904553870483005,-0.4613351358896919,-0.89606935403373,0.42254398613746785,-0.030816003788125948,1.1473157249845516,3,0,0,1
1,0,0,1,0.9716210217162968,-0.2567749162265141,0.14784909462917523,1.168526910298878,-1.194292873047141,0.6985399983227885,0.06523590969348969,0.7242992763439074,0,1,0,0
1,0,1,0,-0.7674028357048552,-0.5757145481608417,1.0326211122775806,-0.3423671033211833,-0.44873407551361355,0.14431149747262675,0.2730950293466865,0.539451752568164,0,0,0,0
1,0,0,1,0.10805108796274056,0.05378244146486066,-0.6397709727794119,-1.1632465280438935,-1.194292873047141,0.6745119645213046,0.7268609718433477,0.5039041518420595,3,0,1,1
1,0,1,1,-1.896381877538633,-0.7556382938828167,0.9772076711833156,-1.5260990273778452,2.235277595607085,2.4062082566300482,-0.6780845275638094,-1.163278322212243,0,0,0,0
1,0,1,1,-0.7674028357048552,-0.833912206883912,-0.31527908761937073,-1.433898802137251,-0.597845835020319,1.6512677675136138,-2.208322487002009,-0.4878739084162568,1,1,0,1
1,0,0,1,-0.3950378183982763,-0.4388237455593785,0.15148708566344324,0.1290437257315326,-0.7469575945270245,-0.023695890323029756,-0.08844487267372292,1.6698654556582881,0,0,0,0
1,1,0,0,0.3576148761575762,-1.2201461531630726,-0.5872245886579252,1.1551430066349209,-0.44873407551361355,1.2473389266951873,0.32052186470591626,-0.6478381116837272,3,1,0,0
1,0,1,1,-0.3950378183982763,0.21546588619336757,-1.1843006598443855,1.1149912956430488,1.0423835195534412,0.5005446729565731,-2.286515736145342,-1.7320399338299153,3,0,0,0
1,0,0,1,-0.5178390475100202,-0.8932964877882121,-0.8058973734060395,-0.4509254330399476,-0.0013987969934971132,-0.3621522863744334,-0.023859954608650105,-0.16794550188131602,0,0,0,0
1,0,1,1,-0.7674028357048552,-1.1447056849764967,1.095838348715859,-0.5609708631658179,-0.2996223160069081,0.5133294136364263,1.1483565773952955,1.7445154171831077,0,0,0,0
1,1,0,1,0.10805108796274056,-0.044915886240894765,0.9772076711833156,-0.9699234751200669,-1.194292873047141,1.8652394960797993,-1.6577101313506413,-1.305468725116661,3,4,0,0
1,0,1,1,-0.7674028357048552,-0.9056337787514316,-1.1162463076892024,1.7708025751769532,1.7879423170869686,1.425605696057213,-0.5502723121626232,-0.8575689559677439,2,0,0,0
1,0,1,0,-1.5200555302607073,-0.2351108694155021,1.4157737634781398,-0.4747190395536491,1.340607038566852,0.6008063311365605,0.271516240261234,-0.14306218137304275,0,0,0,0
1,0,1,1,-1.1437291829827816,-1.1055096983756465,0.32236123218414625,-1.3491340789321886,-0.1505105565002026,0.6745119645213046,-0.5101307805922058,-0.24259546340613555,1,0,0,0
1,0,0,1,-1.6428567593724517,-0.7048133775223768,0.03563409528085622,-0.9833073787840241,1.0423835195534412,1.1962570704504567,0.3617517471103047,0.717189756198687,0,0,0,0
1,0,1,0,-0.8941653947879464,-1.4948132098705365,-1.050352770906471,-1.7506511888509058,-0.89606935403373,-0.15409822426196282,-1.908382149406383,0.9909062817896914,2,0,0,0
1,1,1,1,0.10805108796274056,-1.130892641505715,-1.2460919432689443,-0.019666314979103316,-1.3434046325538465,-0.6416467606959062,-1.9320923160377352,0.09866150356446797,3,1,0,1
1,0,0,1,0.23085231707448503,0.26003361192174396,-0.7829637610203983,0.894900435391308,-0.7469575945270245,0.007286851356817999,-0.2910369231659981,0.05955914276575293,1,0,0,0
1,0,1,1,-0.5178390475100202,-0.7581765881958235,-0.6397709727794119,-0.16688925528263293,-0.0013987969934971132,1.1231489873321427,-0.7277366522207671,-0.5447500695780241,0,0,1,1
1,0,1,1,-0.8941653947879464,-1.5328876245656393,-0.8643652450821047,-1.0517139975109167,-0.597845835020319,-0.024246793368245794,-1.660713163283127,-1.6253971316516016,2,0,0,1
1,0,1,1,-0.6446016065931114,-1.2957637116505563,0.2543068800289669,-0.7081938034693476,-0.0013987969934971132,1.0918519154029172,0.4717672911740714,0.4719113111885655,1,0,0,1
1,1,0,1,-1.020927953871037,-1.1879747484982182,0.5742422947912478,0.7580871979375227,0.7441600005400303,0.6749140174757096,1.5706915593501718,-1.37656392656887,2,0,0,0
1,0,1,1,-1.020927953871037,-0.7237620397194746,0.5742422947912478,0.6941418804319492,0.8932717600467357,1.3076976078487632,1.4839414069211774,-0.38123110623794315,1,0,0,0
1,0,1,0,-0.26827525931518514,-0.5107814378281079,-0.3427691911574898,0.7223967881669703,0.29682472201991383,-0.3982075971062702,-1.9254687941645838,-0.9073355969842902,0,0,0,0
